bead_id,inoculant,polymer,medium,plate_id,initial_weight,initial_date,initial time,elapsed_weeks,end_date,days_to_end_date,end_weight,
BB25_3,None,Alginate,Paper,BB25_3_P1_1,0.437,2/3/2025,12:24 PM,1,2/10/2025,#NUM!,0.381,
BB25_3,None,Alginate,Paper,BB25_3_P1_2,0.418,2/3/2025,12:28 PM,1,2/10/2025,#NUM!,0.368,
BB25_3,None,Alginate,Paper,BB25_3_P1_3,0.401,2/3/2025,12:30 PM,1,2/10/2025,#NUM!,0.330,
BB25_3,None,Alginate,Paper,BB25_3_P1_4,0.397,2/3/2025,12:33 PM,1,2/10/2025,#NUM!,0.354,
BB25_3,None,Alginate,Paper,BB25_3_P1_5,0.395,2/3/2025,12:38 PM,1,2/10/2025,#NUM!,0.384,
BB25_3,None,Alginate,Paper,BB25_3_P1_6,0.372,2/3/2025,12:39 PM,1,2/10/2025,#NUM!,0.361,
BB25_3,None,Alginate,Paper,BB25_3_P1_7,0.371,2/3/2025,12:41 PM,1,2/10/2025,#NUM!,0.343,
BB25_3,None,Alginate,Paper,BB25_3_P1_8,0.354,2/3/2025,12:44 PM,1,2/10/2025,#NUM!,0.342,
BB25_3,None,Alginate,Paper,BB25_3_P1_9,0.364,2/3/2025,12:45 PM,1,2/10/2025,#NUM!,0.392,
BB25_3,None,Alginate,Paper,BB25_3_P1_10,0.413,2/3/2025,12:47 PM,1,2/10/2025,#NUM!,0.402,
BB25_3,None,Alginate,Paper,BB25_3_P2_1,0.382,2/3/2025,12:49 PM,2,2/17/2025,#NUM!,0.089,
BB25_3,None,Alginate,Paper,BB25_3_P2_2,0.357,2/3/2025,12:51 PM,2,2/17/2025,#NUM!,0.294,
BB25_3,None,Alginate,Paper,BB25_3_P2_3,0.367,2/3/2025,12:53 PM,2,2/17/2025,#NUM!,0.365,
BB25_3,None,Alginate,Paper,BB25_3_P2_4,0.357,2/3/2025,12:55 PM,2,2/17/2025,#NUM!,0.400,
BB25_3,None,Alginate,Paper,BB25_3_P2_5,0.391,2/3/2025,12:56 PM,2,2/17/2025,#NUM!,0.378,
BB25_3,None,Alginate,Paper,BB25_3_P2_6,0.387,2/3/2025,12:57 PM,2,2/17/2025,#NUM!,0.372,
BB25_3,None,Alginate,Paper,BB25_3_P2_7,0.389,2/3/2025,12:59 PM,2,2/17/2025,#NUM!,0.370,
BB25_3,None,Alginate,Paper,BB25_3_P2_8,0.388,2/3/2025,1:00 PM,2,2/17/2025,#NUM!,0.383,
BB25_3,None,Alginate,Paper,BB25_3_P2_9,0.370,2/3/2025,1:02 PM,2,2/17/2025,#NUM!,0.344,
BB25_3,None,Alginate,Paper,BB25_3_P2_10,0.378,2/3/2025,1:03 PM,2,2/17/2025,#NUM!,0.337,
BB25_3,None,Alginate,Paper,BB25_3_P3_1,0.372,2/3/2025,1:05 PM,3,2/24/2025,#NUM!,0.017,
BB25_3,None,Alginate,Paper,BB25_3_P3_2,0.379,2/3/2025,1:07 PM,3,2/24/2025,#NUM!,0.352,
BB25_3,None,Alginate,Paper,BB25_3_P3_3,0.384,2/3/2025,1:09 PM,3,2/24/2025,#NUM!,0.317,
BB25_3,None,Alginate,Paper,BB25_3_P3_4,0.402,2/3/2025,1:11 PM,3,2/24/2025,#NUM!,0.390,
BB25_3,None,Alginate,Paper,BB25_3_P3_5,0.383,2/3/2025,1:12 PM,3,2/24/2025,#NUM!,0.297,
BB25_3,None,Alginate,Paper,BB25_3_P3_6,0.391,2/3/2025,1:13 PM,3,2/24/2025,#NUM!,0.377,
BB25_3,None,Alginate,Paper,BB25_3_P3_7,0.380,2/3/2025,1:15 PM,3,2/24/2025,#NUM!,0.330,
BB25_3,None,Alginate,Paper,BB25_3_P3_8,0.375,2/3/2025,1:16 PM,3,2/24/2025,#NUM!,0.346,
BB25_3,None,Alginate,Paper,BB25_3_P3_9,0.386,2/3/2025,1:17 PM,3,2/24/2025,#NUM!,0.349,
BB25_3,None,Alginate,Paper,BB25_3_P3_10,0.379,2/3/2025,1:19 PM,3,2/24/2025,#NUM!,0.368,
BB25_3,None,Alginate,Paper,BB25_3_P4_1,0.366,2/3/2025,1:23 PM,4,3/3/2025,#NUM!,0.015,leak
BB25_3,None,Alginate,Paper,BB25_3_P4_2,0.389,2/3/2025,1:24 PM,4,3/3/2025,#NUM!,0.315,
BB25_3,None,Alginate,Paper,BB25_3_P4_3,0.384,2/3/2025,1:25 PM,4,3/3/2025,#NUM!,0.281,
BB25_3,None,Alginate,Paper,BB25_3_P4_4,0.364,2/3/2025,1:27 PM,4,3/3/2025,#NUM!,0.307,
BB25_3,None,Alginate,Paper,BB25_3_P4_5,0.383,2/3/2025,1:28 PM,4,3/3/2025,#NUM!,0.366,
BB25_3,None,Alginate,Paper,BB25_3_P4_6,0.359,2/3/2025,1:29 PM,4,3/3/2025,#NUM!,0.330,
BB25_3,None,Alginate,Paper,BB25_3_P4_7,0.385,2/3/2025,1:30 PM,4,3/3/2025,#NUM!,0.355,
BB25_3,None,Alginate,Paper,BB25_3_P4_8,0.380,2/3/2025,1:32 PM,4,3/3/2025,#NUM!,0.375,
BB25_3,None,Alginate,Paper,BB25_3_P4_9,0.381,2/3/2025,1:33 PM,4,3/3/2025,#NUM!,0.356,
BB25_3,None,Alginate,Paper,BB25_3_P4_10,0.366,2/3/2025,1:35 PM,4,3/3/2025,#NUM!,0.305,
BB25_3,None,Alginate,Paper,BB25_3_P5_1,0.363,2/3/2025,1:37 PM,5,3/10/2025,#NUM!,0.019,
BB25_3,None,Alginate,Paper,BB25_3_P5_2,0.363,2/3/2025,1:38 PM,5,3/10/2025,#NUM!,0.310,
BB25_3,None,Alginate,Paper,BB25_3_P5_3,0.350,2/3/2025,1:39 PM,5,3/10/2025,#NUM!,0.091,
BB25_3,None,Alginate,Paper,BB25_3_P5_4,0.471,2/10/2025,11:20 AM,5,3/17/2025,#NUM!,0.323,
BB25_3,None,Alginate,Paper,BB25_3_P5_5,0.470,2/10/2025,11:21 AM,5,3/17/2025,#NUM!,0.419,
BB25_3,None,Alginate,Paper,BB25_3_P5_6,0.478,2/10/2025,11:23 AM,5,3/17/2025,#NUM!,0.443,
BB25_3,None,Alginate,Paper,BB25_3_P5_7,0.464,2/10/2025,11:24 AM,5,3/17/2025,#NUM!,0.442,
BB25_3,None,Alginate,Paper,BB25_3_P5_8,0.485,2/10/2025,11:26 AM,5,3/17/2025,#NUM!,0.411,
BB25_3,None,Alginate,Paper,BB25_3_P5_9,0.468,2/10/2025,11:27 AM,5,3/17/2025,#NUM!,0.447,
BB25_3,None,Alginate,Paper,BB25_3_P5_10,0.470,2/10/2025,11:28 AM,5,3/17/2025,#NUM!,0.458,
BB25_3,None,Alginate,Paper,BB25_3_P6_1,0.454,2/10/2025,11:30 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_2,0.454,2/10/2025,11:31 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_3,0.467,2/10/2025,11:32 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_4,0.440,2/10/2025,11:34 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_5,0.473,2/10/2025,11:36 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_6,0.442,2/10/2025,11:37 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_7,0.443,2/10/2025,11:38 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_8,0.458,2/10/2025,11:39 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_9,0.433,2/10/2025,11:40 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P6_10,0.403,2/10/2025,11:41 AM,6,3/24/2025,3,,
BB25_3,None,Alginate,Paper,BB25_3_P7_1,0.428,2/10/2025,11:52 AM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_2,0.430,2/10/2025,11:54 AM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_3,0.434,2/10/2025,11:55 AM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_4,0.417,2/10/2025,11:56 AM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_5,0.416,2/10/2025,11:58 AM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_6,0.390,2/10/2025,11:59 AM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_7,0.430,2/10/2025,12:02 PM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_8,0.375,2/10/2025,12:03 PM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_9,0.410,2/10/2025,12:05 PM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P7_10,0.383,2/10/2025,12:07 PM,7,3/31/2025,10,,
BB25_3,None,Alginate,Paper,BB25_3_P8_1,0.431,2/10/2025,12:08 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_2,0.388,2/10/2025,12:09 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_3,0.416,2/10/2025,12:11 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_4,0.428,2/10/2025,12:12 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_5,0.418,2/10/2025,12:14 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_6,0.412,2/10/2025,12:15 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_7,0.414,2/10/2025,12:16 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_8,0.441,2/10/2025,12:20 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_9,0.389,2/10/2025,12:21 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P8_10,0.391,2/10/2025,12:22 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Paper,BB25_3_P9_1,0.417,2/10/2025,12:24 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_2,0.383,2/10/2025,12:25 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_3,0.408,2/10/2025,12:27 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_4,0.400,2/10/2025,12:30 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_5,0.420,2/10/2025,12:32 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_6,0.358,2/10/2025,12:33 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_7,0.388,2/10/2025,12:35 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_8,0.407,2/10/2025,12:36 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_9,0.384,2/10/2025,12:37 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P9_10,0.366,2/10/2025,12:39 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Paper,BB25_3_P10_1,0.377,2/10/2025,12:40 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_2,0.376,2/10/2025,12:42 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_3,0.348,2/10/2025,12:43 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_4,0.372,2/10/2025,12:45 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_5,0.385,2/10/2025,12:47 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_6,0.390,2/10/2025,12:48 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_7,0.371,2/10/2025,12:49 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_8,0.383,2/10/2025,12:51 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_9,0.371,2/10/2025,12:52 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Paper,BB25_3_P10_10,0.358,2/10/2025,12:53 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Soil,BB25_3_S1_1,0.397,2/3/2025,12:37 PM,1,2/10/2025,#NUM!,0.326,
BB25_3,None,Alginate,Soil,BB25_3_S1_2,0.418,2/3/2025,12:45 PM,1,2/10/2025,#NUM!,0.415,
BB25_3,None,Alginate,Soil,BB25_3_S1_3,0.420,2/3/2025,12:46 PM,1,2/10/2025,#NUM!,0.396,
BB25_3,None,Alginate,Soil,BB25_3_S1_4,0.423,2/3/2025,12:48 PM,1,2/10/2025,#NUM!,0.399,
BB25_3,None,Alginate,Soil,BB25_3_S1_5,0.369,2/3/2025,12:52 PM,1,2/10/2025,#NUM!,0.358,
BB25_3,None,Alginate,Soil,BB25_3_S1_6,0.400,2/3/2025,12:55 PM,1,2/10/2025,#NUM!,0.397,
BB25_3,None,Alginate,Soil,BB25_3_S1_7,0.425,2/3/2025,12:59 PM,1,2/10/2025,#NUM!,0.357,
BB25_3,None,Alginate,Soil,BB25_3_S1_8,0.414,2/3/2025,1:02 PM,1,2/10/2025,#NUM!,0.346,
BB25_3,None,Alginate,Soil,BB25_3_S1_9,0.407,2/3/2025,1:05 PM,1,2/10/2025,#NUM!,0.383,
BB25_3,None,Alginate,Soil,BB25_3_S1_10,0.389,2/3/2025,1:08 PM,1,2/10/2025,#NUM!,0.393,
BB25_3,None,Alginate,Soil,BB25_3_S2_1,0.403,2/3/2025,1:12 PM,2,2/17/2025,#NUM!,0.252,
BB25_3,None,Alginate,Soil,BB25_3_S2_2,0.394,2/3/2025,1:15 PM,2,2/17/2025,#NUM!,0.376,
BB25_3,None,Alginate,Soil,BB25_3_S2_3,0.388,2/3/2025,1:18 PM,2,2/17/2025,#NUM!,0.377,
BB25_3,None,Alginate,Soil,BB25_3_S2_4,0.392,2/3/2025,1:23 PM,2,2/17/2025,#NUM!,0.388,
BB25_3,None,Alginate,Soil,BB25_3_S2_5,0.380,2/3/2025,1:25 PM,2,2/17/2025,#NUM!,0.365,
BB25_3,None,Alginate,Soil,BB25_3_S2_6,0.390,2/3/2025,1:28 PM,2,2/17/2025,#NUM!,0.386,
BB25_3,None,Alginate,Soil,BB25_3_S2_7,0.387,2/3/2025,1:30 PM,2,2/17/2025,#NUM!,0.361,
BB25_3,None,Alginate,Soil,BB25_3_S2_8,0.392,2/3/2025,1:33 PM,2,2/17/2025,#NUM!,0.370,
BB25_3,None,Alginate,Soil,BB25_3_S2_9,0.375,2/3/2025,1:35 PM,2,2/17/2025,#NUM!,0.355,
BB25_3,None,Alginate,Soil,BB25_3_S2_10,0.376,2/3/2025,1:38 PM,2,2/17/2025,#NUM!,0.340,
BB25_3,None,Alginate,Soil,BB25_3_S3_1,0.413,2/4/2025,11:55 AM,3,2/25/2025,#NUM!,0.386,
BB25_3,None,Alginate,Soil,BB25_3_S3_2,0.410,2/4/2025,12:00 PM,3,2/25/2025,#NUM!,0.324,
BB25_3,None,Alginate,Soil,BB25_3_S3_3,0.464,2/4/2025,12:06 PM,3,2/25/2025,#NUM!,0.423,
BB25_3,None,Alginate,Soil,BB25_3_S3_4,0.432,2/4/2025,12:11 PM,3,2/25/2025,#NUM!,0.431,
BB25_3,None,Alginate,Soil,BB25_3_S3_5,0.427,2/4/2025,12:14 PM,3,2/25/2025,#NUM!,0.413,
BB25_3,None,Alginate,Soil,BB25_3_S3_6,0.423,2/4/2025,12:17 PM,3,2/25/2025,#NUM!,0.415,
BB25_3,None,Alginate,Soil,BB25_3_S3_7,0.428,2/4/2025,12:20 PM,3,2/25/2025,#NUM!,0.417,
BB25_3,None,Alginate,Soil,BB25_3_S3_8,0.439,2/4/2025,12:24 PM,3,2/25/2025,#NUM!,0.420,
BB25_3,None,Alginate,Soil,BB25_3_S3_9,0.494,2/4/2025,12:27 PM,3,2/25/2025,#NUM!,0.412,
BB25_3,None,Alginate,Soil,BB25_3_S3_10,0.421,2/4/2025,12:31 PM,3,2/25/2025,#NUM!,0.372,
BB25_3,None,Alginate,Soil,BB25_3_S4_1,0.371,2/4/2025,12:36 PM,4,3/4/2025,#NUM!,0.267,
BB25_3,None,Alginate,Soil,BB25_3_S4_2,0.462,2/4/2025,12:41 PM,4,3/4/2025,#NUM!,0.285,
BB25_3,None,Alginate,Soil,BB25_3_S4_3,0.464,2/4/2025,12:44 PM,4,3/4/2025,#NUM!,0.370,
BB25_3,None,Alginate,Soil,BB25_3_S4_4,0.491,2/4/2025,12:46 PM,4,3/4/2025,#NUM!,0.409,
BB25_3,None,Alginate,Soil,BB25_3_S4_5,0.438,2/4/2025,12:49 PM,4,3/4/2025,#NUM!,0.366,
BB25_3,None,Alginate,Soil,BB25_3_S4_6,0.421,2/4/2025,12:51 PM,4,3/4/2025,#NUM!,0.296,
BB25_3,None,Alginate,Soil,BB25_3_S4_7,0.443,2/4/2025,12:53 PM,4,3/4/2025,#NUM!,0.356,
BB25_3,None,Alginate,Soil,BB25_3_S4_8,0.468,2/4/2025,12:56 PM,4,3/4/2025,#NUM!,0.380,
BB25_3,None,Alginate,Soil,BB25_3_S4_9,0.436,2/4/2025,12:59 PM,4,3/4/2025,#NUM!,0.365,
BB25_3,None,Alginate,Soil,BB25_3_S4_10,0.478,2/4/2025,1:01 PM,4,3/4/2025,#NUM!,0.379,
BB25_3,None,Alginate,Soil,BB25_3_S5_1,0.447,2/4/2025,1:05 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_2,0.438,2/4/2025,1:07 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_3,0.425,2/4/2025,1:09 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_4,0.447,2/4/2025,1:12 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_5,0.453,2/4/2025,1:14 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_6,0.477,2/4/2025,1:17 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_7,0.460,2/4/2025,1:19 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_8,0.485,2/4/2025,1:21 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_9,0.459,2/4/2025,1:23 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S5_10,0.476,2/4/2025,1:26 PM,5,3/11/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_1,0.503,2/5/2025,3:40 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_2,0.473,2/5/2025,3:42 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_3,0.427,2/5/2025,3:45 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_4,0.495,2/5/2025,3:47 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_5,0.429,2/5/2025,3:49 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_6,0.501,2/5/2025,3:52 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_7,0.494,2/5/2025,3:57 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_8,0.464,2/5/2025,3:59 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_9,0.428,2/5/2025,4:01 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S6_10,0.464,2/5/2025,4:03 PM,6,3/19/2025,#NUM!,,
BB25_3,None,Alginate,Soil,BB25_3_S7_1,0.472,2/5/2025,4:05 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_2,0.489,2/5/2025,4:08 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_3,0.486,2/5/2025,4:11 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_4,0.504,2/5/2025,4:12 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_5,0.491,2/5/2025,4:14 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_6,0.500,2/5/2025,4:16 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_7,0.498,2/5/2025,4:18 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_8,0.463,2/5/2025,4:20 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_9,0.475,2/5/2025,4:22 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S7_10,0.459,2/5/2025,4:24 PM,7,3/26/2025,5,,
BB25_3,None,Alginate,Soil,BB25_3_S8_1,0.413,2/10/2025,12:08 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_2,0.419,2/10/2025,12:10 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_3,0.412,2/10/2025,12:14 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_4,0.403,2/10/2025,12:16 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_5,0.401,2/10/2025,12:19 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_6,0.414,2/10/2025,12:21 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_7,0.405,2/10/2025,12:23 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_8,0.395,2/10/2025,12:26 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_9,0.401,2/10/2025,12:28 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S8_10,0.405,2/10/2025,12:31 PM,8,4/7/2025,17,,
BB25_3,None,Alginate,Soil,BB25_3_S9_1,0.408,2/10/2025,12:33 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_2,0.416,2/10/2025,12:36 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_3,0.394,2/10/2025,12:38 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_4,0.347,2/10/2025,12:40 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_5,0.396,2/10/2025,12:47 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_6,0.378,2/10/2025,12:49 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_7,0.388,2/10/2025,12:51 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_8,0.337,2/10/2025,12:53 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_9,0.390,2/10/2025,12:56 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S9_10,0.370,2/10/2025,12:58 PM,9,4/14/2025,24,,
BB25_3,None,Alginate,Soil,BB25_3_S10_1,0.345,2/10/2025,1:00 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Soil,BB25_3_S10_2,0.341,2/10/2025,1:04 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Soil,BB25_3_S10_3,0.338,2/10/2025,1:06 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Soil,BB25_3_S10_4,0.329,2/10/2025,1:08 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Soil,BB25_3_S10_5,0.361,2/10/2025,1:10 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Soil,BB25_3_S10_6,0.355,2/10/2025,1:12 PM,10,4/21/2025,31,,
BB25_3,None,Alginate,Soil,BB25_3_S10_7,0.296,2/10/2025,1:13 PM,10,4/21/2025,31,,
